
Equipo         : CLASIFICADOR_ESPIRAS_04 
Lugar          : -35.5183, -58.2964      
Descripcion    : RP20 Ranchos            
Fecha Inicio   : 10/12/24 00:00:00       
Archivo        : REG00161.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Chascomus -Ranchos      
        VIA 2  : Ranchos - Chascomus     
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
00:02:58 1 0 1 078 0542 1.14
00:03:14 1 0 2 032 1826 0.51
00:04:33 1 0 2 108 0499 1.06
00:05:45 1 0 1 107 0577 0.67
00:07:23 1 0 1 106 0467 1.16
00:08:17 1 0 2 112 0590 0.42
00:09:38 1 0 1 098 0527 0.88
00:09:55 1 0 2 065 0451 1.18
00:10:01 1 0 2 075 0586 0.88
00:10:20 1 0 1 092 0585 0.77
00:24:30 1 0 2 084 0575 0.28
00:24:31 1 3 1 000 0000 0.08
00:26:52 1 0 2 086 0530 1.19
00:28:20 1 0 2 078 0464 1.01
00:35:27 1 0 1 077 0510 0.59
00:36:29 1 0 2 052 0534 1.02
00:37:33 1 0 2 069 0578 0.75
00:39:43 1 1 2 095 0401 0.12
00:39:43 1 0 1 096 0541 0.37
00:49:16 1 0 2 028 0594 0.87
00:50:33 1 0 1 058 0531 1.35
00:52:48 1 3 1 000 0000 0.05
00:55:16 1 0 2 052 0491 1.39
00:55:22 1 0 2 059 0495 1.04
00:58:39 1 0 2 081 0455 1.16
01:06:28 1 1 2 068 0307 0.17
01:06:28 1 0 1 068 0454 0.62
01:13:07 1 0 1 076 0488 1.47
01:18:44 1 0 2 042 0470 1.25
01:19:18 1 0 1 032 0464 1.30
01:20:49 1 0 1 045 1992 0.66
01:24:30 1 1 2 071 0243 0.04
01:24:30 1 0 1 071 0500 0.95
01:24:44 1 1 2 103 0465 0.19
01:24:44 1 0 1 103 0558 0.36
01:27:31 1 0 2 078 0566 0.87
01:31:45 1 0 1 040 0572 0.95
01:33:35 1 1 2 078 0329 0.07
01:33:35 1 0 1 078 0577 0.57
01:40:37 1 0 1 018 0589 0.87
01:50:35 1 0 2 059 1019 0.45
01:57:08 1 0 1 072 0570 0.36
01:58:51 1 0 1 092 0552 1.32
02:01:16 1 1 1 063 0238 0.08
02:01:16 1 0 2 064 0448 0.67
02:07:13 1 0 1 069 0567 0.89
02:14:07 1 0 1 070 0523 1.34
02:15:17 1 0 2 063 0459 0.94
02:16:09 1 0 1 081 0555 1.73
02:17:23 1 0 2 045 0659 0.34
02:22:56 1 0 1 070 0494 0.74
02:35:43 1 0 2 057 0883 0.78
02:36:02 1 0 2 068 0503 1.06
02:37:45 1 0 1 047 0571 0.67
02:39:38 1 0 1 085 0471 1.00
02:40:22 1 0 1 067 0604 1.23
02:42:42 1 0 2 100 0491 0.44
03:05:18 1 0 1 060 0589 0.62
