
Equipo         : CLASIFICADOR_ESPIRAS_04 
Lugar          : -35.5183, -58.2964      
Descripcion    : RP20 Ranchos            
Fecha Inicio   : 17/12/24 00:00:00       
Archivo        : REG00177.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Chascomus -Ranchos      
        VIA 2  : Ranchos - Chascomus     
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
00:01:52 1 0 1 103 0451 1.25
00:06:29 1 1 1 059 0239 0.07
00:06:29 1 0 2 059 0474 0.71
00:09:53 1 0 1 117 0616 0.79
00:11:29 1 0 2 070 0478 0.84
00:14:09 1 0 2 075 0444 0.99
00:17:20 1 0 1 077 0477 0.73
00:18:55 1 0 2 105 0610 0.59
00:22:02 1 1 1 114 0398 0.12
00:22:02 1 0 2 116 0561 0.49
00:27:04 1 0 2 035 0530 1.42
00:28:24 1 0 2 076 0859 0.89
00:30:21 1 0 1 078 0495 0.69
00:34:15 1 0 2 046 0574 0.57
00:34:16 1 3 1 000 0000 0.08
00:36:33 1 0 2 060 0490 0.88
00:36:33 1 3 1 000 0000 0.09
00:42:23 1 0 2 071 0476 1.14
00:43:28 1 0 2 056 0590 0.80
00:44:50 1 0 1 043 0584 0.52
00:48:15 1 0 1 020 0494 1.17
00:53:58 1 0 2 041 0517 0.81
00:56:15 1 0 1 065 0471 0.75
01:13:45 1 1 1 078 0374 0.08
01:13:45 1 0 2 075 0527 0.30
01:17:12 1 0 2 077 0326 0.29
01:17:12 1 1 1 077 0353 0.30
01:20:43 1 0 1 063 0490 0.91
01:35:13 1 0 2 092 0345 0.14
01:35:13 1 1 1 092 0389 0.40
01:35:40 1 0 2 082 0502 1.09
01:40:01 1 0 1 049 1813 0.49
01:41:17 1 0 2 073 0496 1.54
01:42:09 1 0 1 056 0957 0.45
01:44:21 1 0 2 070 0498 1.30
01:44:35 1 1 1 085 0299 0.10
01:44:35 1 0 2 084 0436 0.72
01:48:11 1 0 2 053 0460 1.36
01:50:22 1 0 1 081 0517 1.24
01:53:39 1 0 1 000 0000 0.08
01:53:39 1 0 2 040 1236 0.52
01:57:20 1 0 2 060 1180 0.48
02:01:38 1 0 1 046 2000 0.36
02:09:48 1 1 1 104 0341 0.06
02:20:08 1 0 2 048 2140 0.45
03:03:32 1 0 2 066 1982 0.59
03:06:35 1 0 2 078 0468 1.15
03:18:37 1 0 1 032 0835 0.27
03:34:59 1 0 2 057 0795 0.33
03:44:06 1 0 2 039 2242 0.51
03:54:00 1 1 2 116 0305 0.07
03:54:00 1 0 1 116 0509 0.49
03:57:06 1 0 2 061 0966 0.48
03:57:10 1 0 2 063 0463 0.98
03:57:10 1 3 1 000 0000 0.06
04:07:49 1 0 2 079 0339 0.21
04:07:49 1 1 1 080 0451 0.40
04:25:28 1 0 1 082 0556 0.53
