
Equipo         : CLASIFICADOR_ESPIRAS_04 
Lugar          : -35.5183, -58.2964      
Descripcion    : RP20 Ranchos            
Fecha Inicio   : 11/12/24 15:10:44       
Archivo        : REG00163.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Chascomus -Ranchos      
        VIA 2  : Ranchos - Chascomus     
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
15:10:59 1 0 2 061 1430 0.79
15:10:59 1 0 1 105 0582 0.64
15:11:02 1 0 2 061 0487 1.36
15:12:22 1 0 1 083 0526 0.56
15:12:59 1 0 2 037 1824 0.71
15:13:03 1 1 1 094 0491 1.18
15:13:13 1 0 2 061 0465 1.22
15:14:05 1 0 2 087 0603 0.99
15:14:46 1 0 2 074 0481 1.30
15:15:30 1 0 1 060 0791 0.35
15:15:34 1 0 2 094 0524 1.40
15:15:47 1 0 1 082 0470 1.22
15:15:53 1 0 1 075 0560 0.77
15:17:08 1 0 1 134 0716 0.67
15:17:18 1 0 2 068 0543 1.16
15:17:36 1 1 1 090 0478 0.22
15:17:36 1 0 2 092 0456 0.17
15:17:37 1 0 2 055 0498 1.36
15:17:40 1 0 2 055 0501 1.44
15:21:08 1 0 1 091 0600 0.44
15:21:14 1 0 1 068 0573 0.79
15:21:33 1 0 2 076 0468 0.87
15:21:41 1 0 1 098 0553 0.63
15:22:06 1 1 1 103 0373 0.09
15:22:06 1 0 2 105 0563 0.32
15:22:47 1 0 1 089 0708 1.21
15:23:14 1 0 2 089 0479 0.74
15:24:24 1 0 1 073 0500 1.19
15:24:51 1 0 2 082 0434 1.29
15:26:36 1 1 2 112 0282 0.07
15:26:36 1 0 1 110 0462 0.42
15:27:55 1 1 1 066 0236 0.08
15:27:55 1 0 2 068 0427 0.80
15:28:53 1 0 2 088 0545 1.19
15:30:02 1 0 2 093 0163 0.08
15:30:25 1 0 2 079 0505 1.14
15:32:44 1 0 2 045 0089 0.07
15:32:57 1 0 2 082 0552 1.18
15:33:09 1 0 1 086 0513 0.63
15:33:43 1 0 1 079 0603 0.73
15:34:34 1 0 2 083 0504 0.72
15:37:09 1 0 2 044 1162 0.38
15:37:19 1 0 1 096 0563 0.57
15:38:35 1 0 2 066 0514 0.95
15:38:51 1 0 1 078 0518 0.91
15:38:55 1 0 2 065 2060 0.52
15:39:44 1 0 1 087 0556 0.62
15:40:49 1 0 1 070 0473 1.16
15:41:08 1 0 2 051 1907 0.51
15:41:10 1 0 2 052 0507 1.39
15:41:12 1 0 1 057 0455 1.33
15:41:14 1 0 2 074 0568 0.87
15:41:18 1 0 1 071 0792 0.54
15:42:03 1 0 2 075 0495 1.19
15:43:15 1 0 2 096 0520 1.34
15:44:46 1 0 2 073 0489 1.08
15:45:41 1 0 1 074 0523 0.50
15:45:53 1 0 2 076 0526 0.82
