
Equipo         : CLASIFICADOR_ESPIRAS_04 
Lugar          : -35.5183, -58.2964      
Descripcion    : RP20 Ranchos            
Fecha Inicio   : 15/12/24 00:00:00       
Archivo        : REG00169.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Chascomus -Ranchos      
        VIA 2  : Ranchos - Chascomus     
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
00:00:24 1 1 1 075 0237 0.04
00:00:24 1 0 2 078 0452 0.83
00:02:20 1 0 1 080 0493 0.96
00:04:16 1 0 1 096 0593 0.74
00:04:34 1 0 2 052 0453 0.85
00:06:02 1 0 2 049 0526 1.41
00:06:10 1 0 1 051 0469 0.85
00:06:25 1 0 1 051 0439 1.36
00:06:34 1 0 2 072 0563 0.48
00:07:11 1 0 1 065 0448 0.82
00:08:12 1 0 1 107 0543 0.97
00:08:33 1 0 2 052 0511 1.05
00:09:02 1 0 2 094 0406 0.26
00:09:02 1 1 1 095 0432 0.23
00:10:57 1 0 1 060 0516 0.96
00:11:14 1 0 2 070 0505 0.75
00:11:15 1 3 1 000 0000 0.07
00:12:22 1 1 1 067 0202 0.06
00:12:22 1 0 2 062 0449 1.08
00:13:44 1 0 2 055 0415 1.28
00:17:28 1 1 1 090 0265 0.06
00:17:28 1 0 2 093 0501 0.88
00:19:00 1 0 1 066 0567 0.52
00:22:21 1 1 2 083 0298 0.09
00:22:21 1 0 1 083 0495 0.63
00:24:03 1 0 1 075 0502 0.82
00:25:23 1 0 1 054 0564 0.54
00:26:34 1 0 2 064 0480 0.94
00:26:41 1 0 1 080 0505 1.27
00:27:13 1 0 1 077 0495 1.14
00:27:20 1 0 2 072 0517 1.04
00:30:15 1 1 2 153 0363 0.07
00:30:15 1 0 1 156 0610 0.22
00:30:52 1 0 1 060 0651 0.79
00:34:02 1 0 1 064 0626 1.00
00:34:02 1 3 2 000 0000 0.05
00:34:26 1 0 1 106 0591 0.78
00:36:00 1 0 1 052 0468 1.23
00:36:17 1 0 1 076 0458 0.91
00:37:33 1 0 1 078 0567 0.64
00:37:56 1 0 2 063 0477 0.46
00:39:19 1 0 1 088 0491 0.71
00:39:40 1 0 2 061 0462 1.31
00:40:28 1 0 2 061 0459 1.26
00:43:52 1 0 2 145 0681 0.69
00:44:35 1 0 2 105 0527 1.55
00:44:59 1 0 2 065 0531 1.19
00:45:11 1 0 1 064 0511 0.55
00:46:13 1 0 2 051 0423 0.81
00:48:10 1 0 1 077 0545 0.53
00:49:20 1 0 2 070 0532 0.92
00:50:13 1 0 2 066 0481 1.34
00:50:48 1 0 1 075 0510 0.81
00:51:18 1 0 2 101 0473 1.09
00:53:10 1 0 2 057 0492 1.30
00:53:22 1 0 1 059 0529 0.96
00:53:24 1 0 1 059 0599 1.04
00:54:06 1 0 2 096 0520 1.07
