
Equipo         : CLASIFICADOR_ESPIRAS_04 
Lugar          : -35.5183, -58.2964      
Descripcion    : RP20 Ranchos            
Fecha Inicio   : 15/12/24 20:07:11       
Archivo        : REG00172.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Chascomus -Ranchos      
        VIA 2  : Ranchos - Chascomus     
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
20:07:12 1 0 1 074 0504 1.37
20:07:20 1 0 1 082 0485 1.30
20:07:26 1 0 2 079 0475 1.18
20:08:15 1 1 1 058 0267 0.08
20:08:15 1 0 2 057 0484 0.81
20:09:03 1 0 2 062 0424 0.94
20:09:36 1 0 2 053 0138 0.08
20:09:48 1 0 1 071 0420 0.54
20:09:53 1 0 1 071 0472 1.19
20:10:23 1 0 1 122 0608 0.69
20:10:45 1 0 2 063 0533 0.63
20:11:14 1 0 1 083 0465 0.89
20:11:23 1 0 2 075 0590 0.93
20:11:23 1 0 1 087 0595 0.82
20:12:09 1 0 1 096 0496 1.11
20:13:51 1 0 2 108 0491 1.13
20:13:58 1 0 1 078 0504 0.98
20:13:59 1 0 1 079 0473 1.30
20:14:16 1 0 1 124 0518 1.05
20:14:38 1 0 2 048 0434 1.04
20:14:53 1 0 1 045 0531 1.40
20:15:36 1 0 2 057 0477 0.94
20:16:47 1 0 2 067 0459 1.30
20:16:53 1 0 1 085 0465 0.86
20:17:29 1 0 1 069 0484 1.09
20:17:57 1 0 2 083 0496 0.69
20:18:04 1 0 1 107 0529 1.30
20:18:10 1 1 2 088 0494 0.71
20:18:11 1 3 1 000 0000 0.10
20:18:11 1 0 1 050 0559 0.74
20:18:24 1 0 2 058 0509 1.13
20:18:26 1 0 2 060 0569 0.73
20:18:46 1 0 1 093 0512 0.89
20:19:20 1 0 2 089 0495 1.23
20:19:31 1 0 2 057 0500 1.09
20:19:42 1 0 1 077 0464 1.00
20:19:49 1 0 2 083 0505 1.39
20:20:00 1 0 1 073 0508 1.05
20:20:41 1 0 2 078 0498 1.45
20:20:50 1 0 2 060 0523 1.31
20:22:07 1 0 2 042 0536 0.83
20:22:53 1 0 1 084 0474 0.89
20:23:16 1 0 1 063 0468 1.24
20:23:22 1 0 1 066 0615 0.84
20:23:38 1 0 2 068 0586 0.65
20:24:21 1 0 1 048 0452 1.19
20:24:30 1 0 1 056 0508 1.44
20:24:48 1 0 1 063 0496 1.09
20:25:32 1 0 1 055 0502 1.09
20:25:44 1 0 1 063 0486 1.57
20:25:47 1 0 1 062 0488 1.16
20:26:56 1 0 1 071 0462 0.84
20:26:59 1 0 1 085 0526 1.45
20:27:29 1 0 1 084 0598 0.74
20:29:08 1 0 1 053 0509 0.62
20:29:27 1 0 2 054 0559 0.35
20:30:04 1 0 2 044 0445 1.17
20:30:06 1 0 2 040 0464 1.41
