
Equipo         : CLASIFICADOR_ESPIRAS_02 
Lugar          : -34.8907, -57.9107      
Descripcion    : Tiro Federal sentido LP 
Fecha Inicio   : 16/12/24 13:55:03       
Archivo        : REG03324.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : LP lenta                
        VIA 2  : LP rapida               
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
13:55:04 1 0 1 065 0487 0.98
13:55:05 1 0 1 064 0397 0.49
13:55:13 1 0 1 062 0574 0.60
13:55:14 1 0 2 087 0511 0.94
13:55:18 1 0 2 084 0478 1.13
13:55:19 1 0 1 064 0449 0.81
13:55:26 1 0 2 069 0466 1.11
13:55:37 1 0 2 090 0479 1.09
13:55:40 1 0 2 097 0537 0.42
13:55:43 1 0 2 082 0264 0.10
13:55:43 1 0 1 081 0347 0.17
13:55:45 1 0 2 075 0457 0.97
13:55:53 1 0 1 059 0449 0.62
13:55:57 1 0 1 075 0442 0.80
13:56:02 1 0 1 086 0136 0.09
13:56:06 1 0 2 070 0448 0.95
13:56:16 1 0 2 084 0474 0.97
13:56:20 1 0 2 088 0491 0.89
13:56:25 1 0 2 077 0459 0.95
13:56:35 1 0 1 047 1746 0.51
13:56:52 1 0 1 066 0499 1.31
13:56:59 1 0 2 079 0467 0.88
13:57:01 1 0 1 062 0478 0.98
13:57:15 1 0 2 075 0473 1.03
13:57:21 1 0 1 056 0815 0.46
13:57:23 1 0 2 088 0569 0.86
13:57:30 1 0 2 074 0482 1.11
13:57:30 1 0 1 038 0518 1.04
13:57:31 1 0 1 048 0312 0.28
13:57:36 1 0 2 067 0511 0.82
13:57:39 1 0 2 066 0486 1.09
13:57:42 1 0 1 048 0438 1.06
13:57:47 1 0 1 055 0548 0.65
13:57:50 1 0 2 076 0466 1.16
13:57:51 1 0 2 075 0532 1.25
13:57:53 1 0 2 075 0517 1.09
13:57:55 1 0 1 060 0488 1.18
13:57:57 1 0 1 058 0428 1.09
13:58:03 1 0 1 053 0498 1.12
13:58:39 1 0 2 090 0463 0.72
13:58:41 1 0 2 085 0443 0.64
13:58:47 1 0 1 063 0488 0.93
13:58:51 1 0 1 061 0500 1.31
13:58:52 1 0 2 064 0563 0.78
13:58:52 1 0 2 063 0444 0.89
13:58:53 1 0 2 062 0440 0.64
13:58:59 1 0 1 067 0442 0.96
13:59:07 1 0 1 078 0503 0.96
13:59:23 1 0 2 088 0488 1.02
13:59:31 1 0 2 079 0457 0.96
13:59:35 1 0 1 057 0485 0.99
13:59:37 1 0 1 055 0449 1.11
13:59:37 1 0 2 098 0571 0.75
13:59:58 1 0 1 098 0526 1.34
13:59:58 1 0 2 080 0477 1.02
14:00:01 1 0 2 092 0526 1.41
14:00:14 1 0 2 082 0500 0.86
14:00:20 1 0 2 084 0466 1.19
