
Equipo         : CLASIFICADOR_ESPIRAS_04 
Lugar          : -35.5183, -58.2964      
Descripcion    : RP20 Ranchos            
Fecha Inicio   : 12/12/24 18:51:53       
Archivo        : REG00160.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Chascomus -Ranchos      
        VIA 2  : Ranchos - Chascomus     
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
18:52:10 1 0 1 076 0531 1.47
18:52:47 1 0 2 064 0497 0.99
18:53:27 1 0 1 085 0509 0.97
18:53:36 1 0 1 060 0600 0.98
18:53:37 1 0 1 059 0467 1.20
18:54:05 1 0 1 017 0076 0.07
18:54:32 1 0 1 048 0543 1.28
18:54:38 1 0 1 071 0526 1.32
18:55:22 1 0 2 066 0499 0.45
18:55:25 1 0 1 047 0455 1.34
18:56:21 1 0 1 087 0587 0.76
18:56:37 1 0 2 061 0482 1.20
18:57:31 1 0 1 035 0531 1.17
18:57:36 1 0 1 065 0479 1.38
18:57:37 1 0 2 051 1879 0.48
18:58:07 1 0 1 092 0596 0.69
18:59:00 1 0 2 082 0538 1.51
18:59:22 1 0 2 066 0503 1.32
18:59:29 1 3 1 000 0000 0.06
18:59:33 1 0 2 078 0541 1.16
18:59:41 1 0 1 061 0492 1.06
18:59:51 1 0 1 064 0582 1.05
19:00:14 1 0 2 050 1265 0.39
19:00:24 1 0 1 079 0506 1.56
19:01:05 1 0 2 074 0479 1.07
19:01:29 1 0 1 063 0497 0.84
19:01:48 1 0 2 100 0591 0.73
19:02:03 1 0 2 050 0569 0.80
19:02:56 1 0 2 083 0489 1.24
19:03:09 1 0 1 037 0459 1.15
19:03:12 1 0 2 081 0598 0.58
19:03:22 1 0 2 100 0673 0.70
19:03:48 1 0 1 056 0498 1.06
19:04:33 1 0 2 059 0529 1.30
19:04:48 1 0 1 083 0509 1.38
19:05:08 1 1 2 071 0484 0.05
19:05:08 1 0 1 071 1115 0.73
19:06:10 1 0 1 049 1988 0.50
19:06:22 1 0 1 058 0508 1.36
19:06:26 1 1 2 086 0125 0.07
19:06:27 1 0 1 053 0680 1.18
19:08:07 1 0 2 086 0488 0.62
19:09:44 1 0 2 072 0578 0.90
19:09:50 1 0 2 075 0498 1.06
19:10:52 1 0 1 084 0536 1.14
19:11:14 1 0 2 054 0486 0.97
19:11:15 1 0 1 095 0562 0.87
19:12:41 1 0 1 073 0512 1.40
19:13:21 1 0 2 056 0514 1.18
19:13:27 1 0 1 053 0505 1.09
19:13:42 1 0 2 074 0489 1.26
19:13:48 1 0 1 051 0452 1.20
19:14:23 1 0 1 056 0453 1.25
19:14:38 1 0 1 060 1682 0.55
19:14:41 1 0 1 063 0540 1.74
19:15:49 1 0 1 048 1875 0.66
19:15:55 1 0 1 051 0426 1.26
19:16:15 1 0 1 092 0507 1.17
