
Equipo         : CLASIFICADOR_ESPIRAS_04 
Lugar          : -35.5183, -58.2964      
Descripcion    : RP20 Ranchos            
Fecha Inicio   : 15/12/24 16:38:40       
Archivo        : REG00171.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Chascomus -Ranchos      
        VIA 2  : Ranchos - Chascomus     
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
16:38:53 1 0 1 094 0546 1.24
16:38:57 1 0 1 073 0512 1.07
16:39:26 1 0 1 095 0192 0.10
16:39:36 1 0 1 080 0455 0.59
16:39:53 1 0 1 084 0528 1.25
16:40:22 1 0 1 075 0508 1.03
16:40:55 1 0 1 070 0512 1.21
16:40:57 1 0 2 061 0476 0.30
16:41:32 1 0 2 072 0539 1.73
16:43:01 1 0 1 070 0529 1.00
16:43:06 1 0 2 048 0566 0.98
16:43:32 1 0 1 053 0558 0.89
16:43:44 1 0 2 060 0559 0.55
16:46:11 1 0 2 076 0482 1.17
16:46:40 1 3 1 000 0000 0.06
16:46:44 1 0 2 056 0506 1.22
16:47:14 1 0 2 076 0859 1.58
16:47:16 1 0 1 108 0503 0.87
16:49:20 1 0 1 063 0491 0.77
16:49:37 1 0 1 053 0493 1.21
16:49:54 1 0 2 099 0523 0.57
16:50:36 1 0 1 100 0476 0.69
16:51:25 1 0 2 074 0467 1.06
16:51:27 1 0 1 077 0601 0.73
16:52:21 1 1 2 103 0260 0.07
16:52:21 1 0 1 105 0474 0.64
16:53:09 1 0 2 072 0480 1.32
16:53:12 1 0 2 080 0527 1.56
16:53:27 1 0 1 083 0582 0.78
16:54:28 1 0 1 077 0484 0.98
16:54:43 1 0 1 091 0510 1.16
16:55:00 1 0 2 061 0464 0.90
16:56:23 1 0 1 088 0481 0.84
16:56:35 1 0 2 100 0511 0.80
16:57:03 1 0 1 065 0459 1.27
16:57:09 1 0 1 056 0491 1.30
16:57:56 1 1 2 092 0263 0.11
16:59:07 1 0 2 052 0505 1.29
17:00:08 1 0 2 080 0474 1.26
17:00:36 1 0 2 063 0472 1.34
17:00:43 1 0 1 087 0521 0.74
17:02:36 1 0 1 086 0490 0.88
17:02:51 1 0 1 110 0490 1.04
17:03:16 1 0 2 082 0504 0.56
17:03:33 1 0 1 061 0486 0.94
17:03:35 1 0 2 048 0349 0.64
17:04:50 1 0 2 060 0463 1.35
17:06:00 1 0 1 060 0473 1.05
17:06:24 1 0 2 087 0581 0.90
17:06:26 1 0 2 083 0487 1.40
17:07:28 1 0 1 081 0455 0.76
17:08:28 1 0 2 080 0526 1.42
17:08:53 1 0 1 100 0506 1.01
17:09:30 1 0 1 062 0489 1.10
17:10:46 1 0 1 067 0532 1.15
17:10:50 1 0 2 056 0458 0.93
17:11:23 1 0 2 065 0497 1.53
17:11:26 1 0 2 079 0472 1.15
