
Equipo         : CLASIFICADOR_ESPIRAS_04 
Lugar          : -35.5183, -58.2964      
Descripcion    : RP20 Ranchos            
Fecha Inicio   : 14/12/24 15:05:46       
Archivo        : REG00167.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Chascomus -Ranchos      
        VIA 2  : Ranchos - Chascomus     
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
15:07:21 1 0 1 085 0521 1.06
15:07:29 1 0 1 072 0537 1.44
15:07:31 1 1 2 077 0309 0.05
15:07:31 1 0 1 077 0509 0.79
15:08:49 1 0 2 041 0510 0.60
15:09:06 1 0 1 063 0452 0.82
15:09:34 1 0 1 079 0495 1.19
15:10:55 1 0 2 074 0589 0.73
15:11:31 1 0 1 089 0488 1.06
15:13:25 1 0 1 052 0468 1.15
15:14:15 1 0 1 068 0447 1.06
15:14:39 1 0 1 069 0812 0.60
15:14:59 1 0 1 084 0555 0.72
15:15:23 1 0 2 056 0501 0.73
15:15:29 1 0 1 063 0483 1.34
15:15:35 1 0 1 065 0522 1.45
15:16:33 1 0 1 069 0463 1.10
15:16:55 1 0 1 096 0468 1.02
15:17:27 1 0 1 098 0489 1.30
15:17:34 1 0 2 077 0437 0.56
15:17:44 1 0 2 064 0535 1.07
15:18:06 1 0 2 062 0492 1.22
15:18:59 1 0 2 043 0519 1.00
15:19:17 1 0 2 035 0591 0.81
15:19:31 1 0 2 051 0498 1.34
15:20:06 1 0 2 096 0605 0.94
15:20:12 1 0 1 059 0485 0.75
15:21:15 1 0 1 059 0514 1.08
15:21:17 1 0 1 059 0493 1.13
15:22:08 1 0 1 058 0498 1.11
15:22:10 1 0 1 066 0585 1.01
15:23:15 1 0 2 061 0587 0.45
15:23:21 1 0 2 062 0503 1.30
15:25:28 1 0 1 064 0531 0.90
15:26:29 1 0 1 075 0486 1.11
15:26:46 1 0 2 059 0494 0.89
15:27:42 1 1 2 110 0292 0.10
15:27:42 1 0 1 109 0503 0.77
15:32:08 1 0 2 051 0497 1.06
15:32:14 1 0 2 072 0549 0.62
15:34:19 1 0 2 069 0503 1.58
15:34:30 1 0 1 080 0527 0.76
15:34:31 1 0 2 081 0570 0.80
15:34:34 1 0 2 076 0512 1.17
15:34:36 1 0 2 089 0520 1.43
15:34:37 1 0 1 062 0573 0.81
15:34:40 1 0 1 072 0633 1.43
15:34:57 1 0 1 099 0513 1.23
15:36:10 1 0 1 076 0538 1.31
15:36:16 1 0 1 083 0600 0.89
15:36:25 1 0 1 098 0517 1.10
15:37:11 1 0 1 075 0488 1.35
15:37:18 1 0 2 050 0932 0.52
15:38:18 1 0 2 093 0480 1.11
15:40:12 1 0 1 117 0510 0.78
15:40:38 1 0 2 037 0263 0.15
15:41:01 1 0 2 079 0543 1.15
15:41:31 1 0 2 099 0518 1.31
