
Equipo         : CLASIFICADOR_ESPIRAS_04 
Lugar          : -35.5183, -58.2964      
Descripcion    : RP20 Ranchos            
Fecha Inicio   : 16/12/24 00:00:00       
Archivo        : REG00173.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Chascomus -Ranchos      
        VIA 2  : Ranchos - Chascomus     
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
00:00:10 1 1 2 075 0234 0.05
00:00:10 1 0 1 075 0470 1.04
00:01:49 1 1 2 074 0476 1.51
00:01:50 1 0 1 049 0560 0.81
00:01:55 1 0 1 058 0492 0.95
00:06:01 1 0 2 070 0485 0.80
00:06:31 1 0 1 064 0461 1.12
00:08:49 1 0 2 069 0484 0.79
00:09:37 1 0 1 078 0548 1.25
00:09:37 1 0 2 088 0479 1.34
00:11:48 1 0 2 082 0463 1.18
00:14:06 1 0 2 060 0478 1.33
00:14:49 1 0 2 072 0477 1.36
00:14:57 1 0 2 096 0529 1.38
00:16:36 1 0 1 102 0477 0.84
00:17:52 1 0 2 060 0501 1.21
00:18:43 1 1 1 102 0378 0.08
00:18:43 1 0 2 101 0525 0.46
00:19:30 1 0 2 049 2238 0.49
00:20:47 1 0 2 055 0530 1.53
00:21:39 1 0 2 088 0525 1.24
00:23:16 1 0 1 054 0486 0.81
00:23:46 1 0 1 083 0528 1.15
00:24:17 1 0 1 045 0486 1.05
00:24:48 1 0 2 044 1969 0.40
00:24:54 1 0 2 053 0584 0.77
00:26:25 1 0 1 094 0480 0.82
00:27:32 1 0 2 064 0459 1.24
00:29:36 1 0 1 042 0496 1.16
00:31:46 1 0 1 072 0481 0.42
00:32:10 1 0 1 059 2055 0.51
00:33:28 1 0 1 071 0475 1.09
00:33:30 1 0 1 089 0429 0.16
00:33:30 1 1 2 088 0579 0.21
00:33:39 1 1 2 073 0452 0.07
00:33:39 1 0 1 073 0698 0.90
00:34:39 1 0 2 094 0466 1.37
00:35:08 1 0 1 095 0556 0.46
00:35:39 1 0 2 099 0467 0.89
00:36:18 1 0 2 117 0544 1.11
00:39:42 1 0 1 077 0452 0.65
00:41:29 1 0 1 090 0532 1.38
00:42:51 1 0 2 057 0448 0.77
00:43:56 1 0 2 101 0354 0.20
00:43:56 1 1 1 102 0437 0.41
00:46:17 1 0 1 043 1874 0.45
00:46:29 1 0 2 081 0555 1.00
00:47:47 1 0 1 097 0532 1.42
00:51:39 1 0 1 100 0479 0.79
00:53:35 1 0 1 074 0595 0.85
00:54:56 1 0 1 084 0508 1.11
00:57:12 1 0 2 070 0845 0.80
00:58:40 1 0 1 072 0496 0.52
01:00:22 1 0 1 066 0486 1.41
01:05:25 1 0 2 046 0786 0.43
01:06:30 1 0 2 082 0493 1.19
01:07:18 1 0 1 078 0506 0.76
01:09:02 1 1 1 082 0315 0.14
