
Equipo         : CLASIFICADOR_ESPIRAS_03 
Lugar          : -35.0498, -58.1190      
Descripcion    : RP06_KM0                
Fecha Inicio   : 17/12/24 07:30:01       
Archivo        : REG00765.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : via Rapida              
        VIA 2  : via Lenta               
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
07:30:02 1 0 2 087 2180 0.50
07:30:17 1 0 1 113 0581 0.65
07:30:20 1 0 2 098 0648 0.48
07:30:22 1 0 1 107 0541 1.22
07:30:27 1 0 2 119 0525 0.71
07:30:30 1 0 1 112 0522 0.99
07:30:30 1 0 2 109 0522 0.89
07:30:38 1 0 1 112 0509 1.05
07:30:42 1 0 2 096 0484 0.96
07:30:43 1 0 1 145 0583 0.71
07:31:05 1 0 2 064 0773 0.34
07:31:08 1 0 1 109 0481 0.97
07:31:09 1 0 2 083 2164 0.56
07:31:14 1 0 2 093 0488 0.32
07:31:35 1 0 2 086 0992 1.03
07:31:35 1 0 1 090 1956 0.41
07:31:36 1 0 1 096 0479 1.02
07:31:37 1 0 2 089 0615 0.74
07:31:42 1 0 2 045 1225 0.33
07:31:43 1 0 1 079 1855 0.46
07:31:52 1 0 1 106 0484 1.03
07:32:12 1 0 2 091 0491 1.06
07:32:26 1 0 1 099 0573 0.40
07:32:28 1 0 2 105 0327 0.10
07:32:28 1 0 1 099 0234 0.07
07:32:34 1 0 1 108 0530 1.20
07:32:40 1 0 2 092 0514 1.04
07:32:46 1 0 2 085 0730 0.99
07:32:52 1 0 2 088 0490 0.83
07:33:00 1 0 1 130 0574 0.92
07:33:01 1 0 2 090 1208 0.39
07:33:06 1 0 2 086 0547 0.98
07:33:09 1 0 2 082 0775 0.50
07:33:13 1 0 1 085 1911 0.33
07:33:16 1 0 2 070 0987 0.41
07:33:18 1 0 1 084 0797 0.43
07:33:26 1 0 1 108 0601 0.86
07:33:31 1 0 1 116 0585 0.67
07:33:32 1 0 1 121 0598 0.78
07:33:34 1 0 2 050 1375 0.44
07:33:36 1 0 1 102 0523 1.11
07:34:02 1 0 2 107 0555 1.02
07:34:04 1 0 1 123 0596 1.06
07:34:07 1 0 2 123 0609 0.60
07:34:09 1 0 1 122 0520 1.11
07:34:12 1 0 2 080 0532 1.07
07:34:18 1 0 2 087 0526 1.07
07:34:28 1 0 2 080 0449 0.68
07:34:36 1 0 1 108 0518 1.12
07:34:45 1 0 2 074 0496 1.22
07:34:53 1 0 2 083 0503 1.06
07:34:59 1 0 2 084 2059 0.43
07:35:09 1 0 1 139 0512 0.91
07:35:21 1 0 2 065 1435 0.38
07:35:24 1 0 1 113 0488 1.02
07:35:29 1 0 2 091 0529 1.28
07:35:32 1 0 1 109 0512 0.43
07:35:46 1 0 2 105 0514 0.75
