
Equipo         : CLASIFICADOR_ESPIRAS_03 
Lugar          : -35.0498, -58.1190      
Descripcion    : RP06_KM0                
Fecha Inicio   : 15/12/24 17:09:46       
Archivo        : REG00742.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : via Rapida              
        VIA 2  : via Lenta               
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
17:09:49 1 0 2 086 0498 0.83
17:09:51 1 0 2 083 0615 0.82
17:10:05 1 0 2 102 0529 1.10
17:10:06 1 0 1 105 0146 0.07
17:10:16 1 0 2 106 0540 1.26
17:10:19 1 0 1 113 0500 0.83
17:10:26 1 0 2 117 0213 0.10
17:10:27 1 0 1 120 0544 0.99
17:10:28 1 0 2 092 0505 1.02
17:10:32 1 0 2 125 0547 0.82
17:10:32 1 0 1 105 0439 0.54
17:11:02 1 0 1 114 0452 0.81
17:11:09 1 0 2 089 0493 1.19
17:11:13 1 0 2 085 0529 0.92
17:11:21 1 0 1 101 0408 0.37
17:11:24 1 0 2 096 0514 0.98
17:11:35 1 0 1 113 0488 0.31
17:12:19 1 0 2 021 0384 0.35
17:12:24 1 0 1 093 0508 1.16
17:12:40 1 0 2 102 0539 1.12
17:12:44 1 0 2 082 0567 0.93
17:12:49 1 0 2 060 0987 0.46
17:13:04 1 0 1 101 0482 1.04
17:13:05 1 0 1 096 0712 0.95
17:13:05 1 0 2 084 0508 0.99
17:13:12 1 0 2 093 0513 0.84
17:13:18 1 0 2 085 0550 1.21
17:13:24 1 0 2 126 0639 0.94
17:13:39 1 0 2 092 0509 1.15
17:14:10 1 0 2 081 0532 1.19
17:14:18 1 0 1 092 0495 0.87
17:14:32 1 0 1 109 0431 0.71
17:14:33 1 0 2 125 0546 0.22
17:14:47 1 0 2 106 0533 0.85
17:14:53 1 0 2 112 0564 1.06
17:15:02 1 0 2 100 0540 1.08
17:15:07 1 0 1 110 0555 0.47
17:15:19 1 0 1 105 0551 1.30
17:15:28 1 0 1 118 0481 0.95
17:15:38 1 0 2 072 0525 1.15
17:15:43 1 0 2 099 0565 1.13
17:15:50 1 0 1 122 0420 0.45
17:16:04 1 0 2 109 0577 1.09
17:16:22 1 0 1 122 0459 0.62
17:16:32 1 0 2 076 0487 1.07
17:16:33 1 0 1 115 0489 0.94
17:16:54 1 0 2 128 0598 0.58
17:16:56 1 0 1 118 0501 0.95
17:17:04 1 0 2 116 0592 1.12
17:17:12 1 0 2 114 0463 0.80
17:17:20 1 0 2 088 0518 1.24
17:17:24 1 0 1 098 0488 0.99
17:17:31 1 0 1 101 0346 0.24
17:17:38 1 0 2 110 0519 1.18
17:17:40 1 0 1 105 0376 0.31
17:17:42 1 0 2 087 0573 1.01
17:17:49 1 0 1 107 0462 0.59
17:17:55 1 0 2 077 1352 1.16
