
Equipo         : CLASIFICADOR_ESPIRAS_03 
Lugar          : -35.0498, -58.1190      
Descripcion    : RP06_KM0                
Fecha Inicio   : 15/12/24 12:55:36       
Archivo        : REG00739.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : via Rapida              
        VIA 2  : via Lenta               
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
12:55:52 1 0 2 068 0525 1.34
12:55:57 1 0 2 089 0594 0.75
12:56:15 1 0 2 080 0511 1.24
12:56:36 1 3 2 000 0000 0.07
12:56:39 1 0 1 114 0488 1.10
12:56:55 1 0 1 102 0444 0.42
12:56:58 1 0 2 097 0542 0.97
12:57:06 1 0 2 108 0552 1.05
12:57:15 1 0 1 122 0511 0.72
12:57:43 1 0 1 133 0562 0.35
12:57:46 1 0 2 110 0571 0.44
12:58:27 1 0 1 115 0497 0.91
12:58:38 1 0 2 095 0479 0.69
12:58:40 1 0 2 106 0603 0.71
12:58:45 1 0 1 126 0549 0.60
12:59:06 1 0 2 119 0562 1.15
12:59:44 1 0 2 103 0564 1.17
12:59:48 1 0 1 114 0451 0.61
12:59:51 1 0 1 126 0526 0.87
13:00:10 1 0 2 103 0554 1.06
13:00:15 1 0 2 022 0489 1.00
13:00:35 1 0 2 090 0589 0.35
13:00:37 1 0 1 096 0516 1.03
13:00:58 1 0 2 110 0555 0.96
13:01:24 1 0 1 141 0513 0.65
13:01:49 1 0 1 122 0487 0.90
13:02:20 1 0 1 104 0440 0.58
13:02:37 1 0 1 096 0464 1.11
13:02:38 1 0 2 092 0515 1.08
13:02:41 1 0 1 131 0537 0.96
13:02:48 1 0 1 133 0511 0.89
13:02:51 1 0 1 136 0554 0.97
13:02:57 1 0 2 082 0522 0.97
13:02:59 1 0 2 086 0488 0.85
13:03:02 1 0 2 088 0537 0.95
13:03:06 1 0 1 101 0354 0.23
13:03:10 1 0 2 100 0529 0.60
13:03:13 1 0 2 031 0306 0.19
13:03:20 1 0 1 105 0589 0.54
13:03:20 1 0 2 094 0553 1.12
13:03:22 1 0 2 096 0562 1.20
13:03:22 1 0 1 102 0446 0.81
13:03:28 1 0 1 094 0523 0.92
13:03:40 1 0 2 075 0464 0.82
13:03:44 1 0 2 101 0495 1.12
13:04:09 1 0 2 114 0557 1.11
13:04:35 1 0 2 167 0591 0.68
13:04:48 1 0 2 116 0545 0.98
13:04:55 1 0 2 119 0613 0.71
13:05:03 1 0 1 160 0206 0.08
13:05:37 1 0 1 135 0487 1.07
13:05:37 1 0 2 097 0466 1.15
13:05:45 1 0 1 086 0463 1.08
13:05:47 1 0 2 061 1980 0.40
13:06:05 1 0 2 077 0533 1.24
13:06:20 1 0 2 068 0551 0.59
13:06:21 1 0 1 102 0514 0.97
13:06:24 1 0 2 072 0497 1.01
