
Equipo         : CLASIFICADOR_ESPIRAS_03 
Lugar          : -35.0498, -58.1190      
Descripcion    : RP06_KM0                
Fecha Inicio   : 16/12/24 21:59:02       
Archivo        : REG00762.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : via Rapida              
        VIA 2  : via Lenta               
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
21:59:20 1 0 2 069 2094 0.48
21:59:22 1 0 1 067 0464 1.13
22:00:10 1 0 2 099 0630 0.69
22:00:24 1 0 2 058 0846 0.42
22:00:27 1 0 1 085 0449 1.07
22:00:30 1 0 2 073 0519 0.78
22:01:36 1 2 2 000 0000 0.20
22:01:36 1 0 2 059 1124 0.37
22:01:43 1 0 2 063 2097 0.45
22:02:31 1 2 2 000 0000 0.05
22:02:34 1 0 1 148 0534 1.06
22:02:40 1 0 1 124 0551 1.04
22:02:48 1 0 2 055 1386 0.39
22:04:27 1 0 2 079 1025 0.50
22:04:34 1 0 1 087 0484 0.96
22:04:43 1 0 2 086 2070 0.45
22:04:51 1 0 2 064 0963 0.48
22:04:55 1 0 2 060 0870 0.53
22:05:07 1 0 1 096 0520 0.87
22:05:12 1 0 2 078 0504 1.13
22:05:13 1 0 1 082 0556 0.57
22:05:29 1 0 1 100 0490 1.12
22:05:33 1 0 2 096 0607 0.71
22:05:50 1 0 1 123 0524 0.82
22:06:04 1 0 1 101 0597 0.44
22:06:28 1 0 2 084 0499 0.93
22:07:32 1 0 2 094 2067 0.47
22:08:24 1 0 2 056 2125 0.44
22:09:21 1 0 2 119 0565 0.98
22:09:53 1 0 2 071 1067 0.43
22:09:54 1 0 1 112 0480 1.08
22:10:01 1 0 1 118 0557 1.33
22:10:15 1 0 2 054 0635 0.73
22:10:28 1 0 2 117 0554 0.71
22:12:40 1 0 2 046 0923 0.57
22:12:59 1 0 2 087 0390 0.41
22:13:05 1 0 1 106 0480 0.99
22:13:24 1 0 1 106 0411 0.27
22:13:58 1 0 1 073 1684 0.15
22:14:18 1 0 1 096 0460 0.89
22:14:39 1 0 1 128 0477 0.95
22:15:08 1 0 2 049 1338 0.48
22:15:18 1 0 2 079 2140 0.38
22:15:21 1 0 1 103 0483 0.93
22:15:24 1 0 1 101 0449 0.15
22:16:31 1 0 1 085 0513 1.19
22:17:57 1 0 2 062 1040 0.41
22:18:02 1 0 1 105 0490 0.21
22:18:03 1 3 2 000 0000 0.06
22:18:24 1 0 2 083 2161 0.44
22:18:58 1 0 1 135 0590 1.12
22:18:59 1 0 2 112 0533 0.72
22:19:58 1 0 2 097 0528 0.81
22:20:00 1 0 2 096 0522 0.77
22:21:02 1 0 1 117 0524 1.24
22:21:20 1 0 2 090 0509 1.03
22:21:22 1 0 1 084 0538 1.13
22:22:46 1 0 1 100 0556 0.55
