
Equipo         : CLASIFICADOR_ESPIRAS_03 
Lugar          : -35.0498, -58.1190      
Descripcion    : RP06_KM0                
Fecha Inicio   : 15/12/24 20:21:04       
Archivo        : REG00746.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : via Rapida              
        VIA 2  : via Lenta               
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
20:21:12 1 0 2 098 0578 1.33
20:21:13 1 0 1 121 0453 0.81
20:21:15 1 0 2 093 0518 0.96
20:21:21 1 0 2 094 0497 0.81
20:21:24 1 0 2 086 0523 1.15
20:21:35 1 0 2 105 0494 1.10
20:22:19 1 0 2 092 0520 1.08
20:22:39 1 0 2 086 0477 0.94
20:22:43 1 0 1 087 0494 0.70
20:22:50 1 0 2 023 0454 1.00
20:23:15 1 0 1 120 0478 0.47
20:23:34 1 0 2 084 0859 0.79
20:23:43 1 0 2 076 0351 0.11
20:23:43 1 0 2 083 0140 0.09
20:23:44 1 2 2 000 0000 0.08
20:23:45 1 0 2 087 0177 0.09
20:23:55 1 0 2 029 0466 0.76
20:24:21 1 0 1 108 0551 1.32
20:24:25 1 0 1 027 0285 0.11
20:24:27 1 0 1 029 0354 0.32
20:24:35 1 0 2 096 0471 1.08
20:24:42 1 0 2 094 0514 1.05
20:24:46 1 0 1 108 0514 0.89
20:24:46 1 0 2 118 0477 0.44
20:24:48 1 0 1 109 0589 0.64
20:24:55 1 0 2 078 0698 1.11
20:25:02 1 0 2 088 0556 1.19
20:25:07 1 0 1 122 0508 0.72
20:25:13 1 0 2 106 0557 1.07
20:25:30 1 0 1 107 0576 0.57
20:25:35 1 0 2 088 0504 1.04
20:25:39 1 0 2 088 0535 1.23
20:25:46 1 0 2 086 0549 1.00
20:25:51 1 0 1 088 0489 0.99
20:25:59 1 0 2 088 0559 1.34
20:26:05 1 0 2 098 0523 1.04
20:26:15 1 0 1 121 0583 1.08
20:26:15 1 0 2 105 0618 0.79
20:26:30 1 0 2 087 0470 0.98
20:26:37 1 0 1 085 0484 1.06
20:26:41 1 0 2 072 1255 0.72
20:26:45 1 0 1 102 0556 1.20
20:26:55 1 0 2 091 0501 1.06
20:27:10 1 0 2 100 0534 1.05
20:28:04 1 0 1 121 0487 0.49
20:28:21 1 0 1 137 0537 1.33
20:28:25 1 0 1 126 0514 1.08
20:28:28 1 0 2 092 0494 1.09
20:28:38 1 0 1 122 0453 0.67
20:28:38 1 0 2 105 0528 0.89
20:28:41 1 0 2 096 0566 1.04
20:28:42 1 0 1 109 0510 1.12
20:28:45 1 0 2 095 0665 0.93
20:29:01 1 0 2 092 0523 0.87
20:29:33 1 0 1 093 0509 0.61
20:29:40 1 0 1 119 0267 0.07
20:29:40 1 0 2 125 0387 0.16
20:29:48 1 0 2 091 0501 1.04
