
Equipo         : CLASIFICADOR_ESPIRAS_05 
Lugar          : -37.1258, -58.5592      
Descripcion    : RP50 Ayacucho           
Fecha Inicio   : 13/12/24 00:00:00       
Archivo        : REG00226.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Ranchos - Ayacucho      
        VIA 2  : Ayacucho - Ranchos      
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
00:27:09 1 1 1 010 0173 0.43
00:27:12 1 3 1 000 0000 0.26
00:28:25 1 0 2 073 0566 0.89
00:32:40 1 0 1 073 0490 0.80
00:37:25 1 0 1 080 0586 0.79
00:39:48 1 0 1 055 0484 1.08
00:46:47 1 2 1 000 0000 0.10
01:05:50 1 0 2 072 0476 1.26
01:07:08 1 0 2 053 1505 1.51
01:30:09 1 0 1 034 1885 0.39
01:32:33 1 0 2 048 0649 0.24
01:40:26 1 0 2 052 0469 0.65
02:19:20 1 0 2 050 1153 0.71
02:37:42 1 0 1 028 1149 1.01
02:41:36 1 0 2 063 0552 0.82
04:05:16 1 0 1 041 0518 1.04
04:31:16 1 0 2 076 0517 0.91
04:39:02 1 0 1 057 0500 0.78
04:40:09 1 0 1 048 1532 1.33
04:54:44 1 0 2 072 0519 1.14
05:08:52 1 0 2 054 0469 0.73
05:26:40 1 0 1 054 0641 0.94
05:29:12 1 0 2 072 0607 0.63
05:31:10 1 0 1 061 0503 1.26
05:36:15 1 0 1 074 0686 0.84
05:47:54 1 0 2 074 0518 1.25
05:48:19 1 0 2 063 0496 1.34
05:49:02 1 0 2 069 0543 0.56
05:55:23 1 0 1 061 1397 0.51
05:57:09 1 0 1 053 0676 1.06
06:08:50 1 0 1 057 2051 0.44
06:16:47 1 0 1 042 1504 1.45
06:23:23 1 0 1 041 1433 0.46
06:25:21 1 0 1 040 1217 0.49
06:28:03 1 0 2 058 0562 0.78
06:33:44 1 0 2 067 0519 0.62
06:36:35 1 0 2 038 0765 0.39
06:37:55 1 0 1 037 1522 0.55
06:40:38 1 0 2 055 0440 0.96
06:44:49 1 0 1 073 0491 1.00
06:46:56 1 0 1 056 0676 1.00
06:54:20 1 0 1 055 0613 1.20
06:54:22 1 0 2 063 0578 0.83
06:54:27 1 0 2 059 0467 1.08
06:56:36 1 0 1 061 0968 0.79
07:01:36 1 0 1 051 1993 0.46
07:06:06 1 0 1 064 0478 0.97
07:06:19 1 0 1 093 0472 1.02
07:06:23 1 0 1 092 0510 1.04
07:06:27 1 0 1 084 0612 0.66
07:06:40 1 0 2 062 0749 0.97
07:09:51 1 0 1 073 0576 0.73
07:15:15 1 0 2 077 0481 0.65
07:15:33 1 0 2 066 0500 1.17
07:16:23 1 0 1 071 0454 1.01
07:21:03 1 0 1 053 1600 0.59
07:23:16 1 0 1 079 0551 0.65
07:25:45 1 0 2 071 0566 0.79
