
Equipo         : CLASIFICADOR_ESPIRAS_05 
Lugar          : -37.1258, -58.5592      
Descripcion    : RP50 Ayacucho           
Fecha Inicio   : 11/12/24 20:16:03       
Archivo        : REG00223.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Ranchos - Ayacucho      
        VIA 2  : Ayacucho - Ranchos      
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
20:16:47 1 0 1 066 0489 1.24
20:18:15 1 0 1 077 0521 1.02
20:18:54 1 0 2 055 0555 0.64
20:20:03 1 0 1 076 0543 0.62
20:20:52 1 0 1 086 0571 0.80
20:24:52 1 0 1 034 1886 0.44
20:25:41 1 0 1 106 0429 0.30
20:25:49 1 0 1 052 1944 0.53
20:26:35 1 0 1 072 0581 0.75
20:26:40 1 0 1 055 0529 0.55
20:28:13 1 0 2 062 0523 0.79
20:29:33 1 0 1 113 0587 0.68
20:29:58 1 0 2 061 0519 0.73
20:31:23 1 0 2 059 0571 0.72
20:31:53 1 0 1 047 2002 0.44
20:32:32 1 0 1 078 0555 0.70
20:32:50 1 0 1 061 0482 1.02
20:32:52 1 0 1 067 0503 0.79
20:34:06 1 0 1 084 0459 0.80
20:34:26 1 0 1 094 0580 0.77
20:37:59 1 0 2 067 0533 1.58
20:38:47 1 0 2 064 0478 1.19
20:38:58 1 0 1 082 0588 0.88
20:39:34 1 0 2 072 0750 0.95
20:40:27 1 0 1 058 0544 0.94
20:41:39 1 0 1 034 1946 0.48
20:43:55 1 0 1 073 0564 0.64
20:44:00 1 0 2 078 0564 0.65
20:51:17 1 0 2 072 0477 1.01
20:52:01 1 0 1 078 0535 0.75
20:56:13 1 0 1 068 0561 0.71
20:56:35 1 0 1 076 0484 0.68
20:56:40 1 0 1 065 0518 1.15
20:57:33 1 0 2 038 1538 0.37
20:57:38 1 0 1 076 0576 0.86
21:02:57 1 0 1 030 1967 0.41
21:03:03 1 0 1 055 0578 0.80
21:03:25 1 0 1 087 0584 0.74
21:05:21 1 0 1 064 0577 0.78
21:06:56 1 0 1 083 0572 0.69
21:07:56 1 0 1 067 0584 0.72
21:12:39 1 0 1 041 0762 0.28
21:14:47 1 0 2 043 2004 0.35
21:16:44 1 0 1 061 0486 1.17
21:18:35 1 0 1 090 0572 0.82
21:18:51 1 0 1 071 0552 0.78
21:21:05 1 0 2 056 0534 0.78
21:21:44 1 0 1 045 0555 0.77
21:21:55 1 0 1 056 0465 1.08
21:24:29 1 0 1 047 1906 0.51
21:24:47 1 2 2 000 0000 0.49
21:25:47 1 3 2 000 0000 0.06
21:26:04 1 0 1 045 1988 0.50
21:26:06 1 0 1 054 0513 0.51
21:29:29 1 0 2 056 0471 0.93
21:29:39 1 0 1 080 0584 0.69
21:30:54 1 0 1 065 0622 0.44
21:32:47 1 0 2 077 0493 1.33
21:35:49 1 0 1 075 0562 0.55
21:37:29 1 0 1 085 0573 0.66
21:39:00 1 0 1 032 1487 0.48
21:39:59 1 0 1 027 1915 0.49
21:42:02 1 0 2 040 1833 0.39
21:42:03 1 1 1 047 0354 0.27
21:43:12 1 0 1 058 1251 0.64
21:46:20 1 0 1 070 0490 0.89
21:47:00 1 0 1 084 0676 0.40
21:47:19 1 0 2 074 0543 0.59
21:47:22 1 0 1 028 2041 0.46
21:49:40 1 0 1 050 2127 0.38
21:52:19 1 0 2 042 1888 0.42
21:53:42 1 0 2 077 0561 0.90
21:55:23 1 0 2 019 1942 0.42
21:55:28 1 0 1 096 0523 0.82
21:58:10 1 0 1 040 1884 0.38
22:08:44 1 0 1 060 0591 0.67
22:11:20 1 0 2 053 2378 1.19
22:11:22 1 0 2 058 0442 0.29
22:15:35 1 0 1 065 0498 1.01
22:15:56 1 0 2 067 0539 0.67
22:19:33 1 0 2 055 0800 0.94
22:25:22 1 0 1 051 0533 0.65
22:26:21 1 0 2 026 1220 0.41
22:27:18 1 0 2 038 0435 0.97
22:29:41 1 0 2 064 0518 0.53
22:34:05 1 0 2 075 0538 0.69
22:46:18 1 0 1 068 0451 1.07
22:47:42 1 0 2 056 1223 0.79
22:48:44 1 0 2 052 1712 0.74
22:51:41 1 0 2 062 0399 0.35
22:53:12 1 0 2 058 1802 0.35
22:56:51 1 0 1 059 0529 1.07
22:57:23 1 0 1 039 2137 0.40
22:57:29 1 0 1 058 0455 0.78
22:58:09 1 0 1 044 1936 0.46
23:10:25 1 0 2 054 0453 1.15
23:11:34 1 0 1 040 1514 0.43
23:16:22 1 0 1 027 1696 0.59
23:17:38 1 0 1 060 0758 0.59
23:25:30 1 0 1 051 1953 0.52
23:34:35 1 0 2 051 0527 0.80
23:34:49 1 0 1 048 1873 0.51
23:39:22 1 0 1 081 0560 0.62
23:46:25 1 0 1 027 0882 0.34
