
Equipo         : CLASIFICADOR_ESPIRAS_05 
Lugar          : -37.1258, -58.5592      
Descripcion    : RP50 Ayacucho           
Fecha Inicio   : 14/12/24 19:59:46       
Archivo        : REG00231.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Ranchos - Ayacucho      
        VIA 2  : Ayacucho - Ranchos      
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
20:01:48 1 0 1 058 0490 1.09
20:02:44 1 0 1 059 0585 0.82
20:02:48 1 0 1 069 0454 1.03
20:02:56 1 0 1 063 0931 0.75
20:03:10 1 0 1 055 1085 0.56
20:05:31 1 0 2 040 0513 1.46
20:06:04 1 0 1 064 0549 0.76
20:06:12 1 0 1 062 0444 0.54
20:07:15 1 0 1 063 0545 0.61
20:08:32 1 0 1 080 0578 0.74
20:09:14 1 0 1 070 0556 0.74
20:12:37 1 0 1 112 0483 0.99
20:13:10 1 0 1 031 0415 0.73
20:14:45 1 1 2 072 0575 0.82
20:14:47 1 0 1 020 1705 0.43
20:15:49 1 0 1 087 0460 0.95
20:16:38 1 0 1 058 0451 0.83
20:17:16 1 0 1 047 0534 0.42
20:17:53 1 0 2 076 0481 1.04
20:18:44 1 0 2 056 0433 0.99
20:18:58 1 0 2 063 0529 0.95
20:18:59 1 0 2 075 0487 0.25
20:20:22 1 0 2 075 0522 1.44
20:21:08 1 0 1 077 0566 0.65
20:21:13 1 0 1 090 0716 0.90
20:21:17 1 0 2 080 0498 1.09
20:21:32 1 2 2 000 0000 0.66
20:21:33 1 0 1 060 0526 0.68
20:22:34 1 3 2 000 0000 0.10
20:23:35 1 0 1 075 0541 1.36
20:25:04 1 0 1 076 0505 1.49
20:25:23 1 0 1 059 1093 0.69
20:27:19 1 0 2 067 0545 0.78
20:30:16 1 0 1 031 1848 0.43
20:30:36 1 0 2 086 0514 0.70
20:31:36 1 0 1 050 0935 1.06
20:32:34 1 0 2 045 1806 0.39
20:33:41 1 0 2 063 1067 0.70
20:34:45 1 0 1 100 0591 0.76
20:34:48 1 0 2 078 0566 0.77
20:35:34 1 0 1 046 1056 0.91
20:35:36 1 0 1 051 0438 1.19
20:36:15 1 0 2 065 0526 0.64
20:38:37 1 0 1 072 0572 0.71
20:38:44 1 0 2 043 0514 0.67
20:38:59 1 0 1 079 0559 0.81
20:39:46 1 0 1 050 1025 0.90
20:39:57 1 0 1 066 1271 1.00
20:44:49 1 0 1 068 0592 0.92
20:44:52 1 0 1 076 0589 0.77
20:47:01 1 0 1 026 0486 0.83
20:47:43 1 0 2 064 0510 0.86
20:49:06 1 0 2 070 0453 0.98
20:51:14 1 0 1 073 0580 0.80
20:51:37 1 0 1 067 0583 0.82
20:52:23 1 0 1 094 0582 0.87
20:52:25 1 0 1 060 0470 1.15
20:53:04 1 0 2 070 0477 1.11
