
Equipo         : CLASIFICADOR_ESPIRAS_05 
Lugar          : -37.1258, -58.5592      
Descripcion    : RP50 Ayacucho           
Fecha Inicio   : 13/12/24 14:43:32       
Archivo        : REG00227.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Ranchos - Ayacucho      
        VIA 2  : Ayacucho - Ranchos      
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
14:43:53 1 0 2 076 0613 0.75
14:43:56 1 0 2 081 0630 0.92
14:44:37 1 0 2 070 0439 1.10
14:45:14 1 0 1 080 0503 0.85
14:45:18 1 0 1 103 0516 1.00
14:45:53 1 0 2 060 0458 1.16
14:46:45 1 0 1 076 0489 1.18
14:46:59 1 0 2 059 0569 0.72
14:47:14 1 0 1 072 0520 0.83
14:47:17 1 0 2 068 0474 0.64
14:49:20 1 0 1 070 0529 1.16
14:50:42 1 0 2 065 0514 0.98
14:50:44 1 0 1 067 0567 0.80
14:51:06 1 0 1 102 0517 1.18
14:52:21 1 0 1 069 0558 0.46
14:53:05 1 0 2 065 0493 1.02
14:54:41 1 0 2 087 0538 0.82
14:55:48 1 0 1 078 0525 1.02
14:56:48 1 0 1 095 0508 0.97
14:56:56 1 0 1 061 0510 0.61
14:57:03 1 0 2 059 0448 1.05
14:59:25 1 0 2 088 0566 0.97
14:59:42 1 0 2 084 0578 0.83
15:00:46 1 0 1 103 0507 0.60
15:00:50 1 0 1 073 0373 0.37
15:01:19 1 0 1 065 0464 0.83
15:03:31 1 0 2 065 0533 1.07
15:03:36 1 0 1 075 0598 0.80
15:04:22 1 0 2 085 0503 1.03
15:07:05 1 0 2 069 0553 0.73
15:07:38 1 0 1 032 1852 0.52
15:08:29 1 0 2 081 0563 0.67
15:10:30 1 0 2 064 1055 0.84
15:11:21 1 0 2 069 0555 0.58
15:11:21 1 0 1 055 1966 0.40
15:11:45 1 0 2 066 0529 0.73
15:15:41 1 0 2 078 0600 0.75
15:17:04 1 0 2 070 0548 0.76
15:17:59 1 2 1 000 0000 0.16
15:19:01 1 3 1 000 0000 0.19
15:19:11 1 0 1 076 0418 0.21
15:19:20 1 0 2 029 0549 0.73
15:20:31 1 0 2 072 0561 0.74
15:21:04 1 0 2 067 0520 1.00
15:23:09 1 0 1 071 0629 0.46
15:23:29 1 0 1 057 0606 0.73
15:23:34 1 0 1 059 0547 0.55
15:24:03 1 0 2 042 0490 1.01
15:24:09 1 0 2 048 0575 0.73
15:24:17 1 0 2 067 0431 1.34
15:24:18 1 0 1 081 0470 0.98
15:24:42 1 0 1 036 0564 0.12
15:24:50 1 2 1 000 0000 0.06
15:24:58 1 0 2 060 0508 0.62
15:26:19 1 0 1 071 0512 1.05
15:26:36 1 0 1 059 0452 1.08
15:27:28 1 0 1 081 0511 1.01
15:28:08 1 0 1 076 0498 1.13
