
Equipo         : CLASIFICADOR_ESPIRAS_05 
Lugar          : -37.1258, -58.5592      
Descripcion    : RP50 Ayacucho           
Fecha Inicio   : 12/12/24 00:00:00       
Archivo        : REG00224.TXT            
# Esclavos     : 1                       
    Esclavo   1: ESCLAVO 1 DEFAULT       
        VIA 1  : Ranchos - Ayacucho      
        VIA 2  : Ayacucho - Ranchos      
                                                                                                                         

hora (hh:mm:ss)
|        esclavo (1-2)
|        | sentido(0:mano 1:c.mano 2:A 3:B)
|        | | via (1-2)
|        | | | velocidad (Km/h)
|        | | | |   longitud (cm)
|        | | | |   |    desviacion (%)
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
|        | | | |   |    |
V        V V V V   V    V
                                                                                                                                                            
00:01:53 1 0 2 068 0476 1.03
00:04:00 1 0 1 047 0903 0.40
00:09:05 1 0 2 068 0528 0.77
00:15:50 1 0 2 035 2076 0.51
00:36:36 1 0 2 061 0511 1.08
00:57:00 1 0 1 044 1945 0.52
01:08:44 1 0 1 042 1739 0.49
01:10:20 1 0 2 065 0569 0.89
01:11:47 1 0 2 081 0533 1.38
01:19:15 1 0 2 052 0476 1.17
01:26:22 1 0 2 052 1775 0.35
01:29:16 1 0 2 057 0470 0.93
01:29:50 1 0 2 049 0769 0.97
01:32:48 1 0 1 055 2145 0.56
01:38:36 1 0 1 045 1865 0.44
01:49:09 1 0 1 071 0845 0.41
01:52:59 1 0 1 048 1920 0.38
01:55:18 1 0 1 046 0610 0.85
02:23:32 1 0 1 018 0383 0.51
02:25:12 1 0 1 080 0450 0.97
02:33:25 1 0 2 069 0481 1.13
02:45:42 1 0 1 062 0476 0.98
02:46:01 1 0 1 046 0436 0.90
02:55:12 1 0 1 051 0752 0.51
03:02:00 1 0 1 042 1111 0.53
03:03:45 1 0 1 046 1082 0.55
03:22:37 1 0 1 052 0557 1.11
03:30:55 1 0 1 040 1942 0.45
03:31:06 1 0 1 028 2127 0.46
03:45:18 1 0 1 038 1903 0.54
03:46:01 1 0 1 033 1956 0.48
03:47:30 1 0 2 048 0512 1.41
03:50:07 1 0 1 067 0528 1.42
03:56:00 1 0 1 057 0495 0.66
03:57:41 1 0 2 043 0521 1.50
04:03:23 1 0 1 056 0557 0.71
04:04:57 1 0 2 062 0540 0.75
04:08:53 1 0 2 053 0545 0.79
04:21:17 1 0 1 044 0547 0.73
04:38:56 1 0 2 067 0520 0.89
04:40:39 1 0 2 051 0455 1.04
04:43:43 1 0 1 045 0506 1.30
04:47:16 1 0 1 028 0651 0.46
04:52:39 1 0 2 070 0516 1.12
05:07:37 1 0 1 040 1939 0.45
05:25:27 1 0 1 070 0687 0.83
05:33:56 1 0 2 067 0518 1.07
05:36:43 1 0 1 045 0501 1.36
05:37:19 1 0 2 038 2407 0.97
05:42:53 1 0 2 056 0546 0.81
06:03:27 1 0 2 075 0541 0.57
06:04:35 1 0 1 043 0683 0.92
06:06:03 1 0 1 051 1450 0.43
06:07:40 1 0 2 055 1072 0.67
06:17:59 1 0 1 052 0487 0.66
06:19:23 1 0 2 071 0525 0.81
06:23:59 1 0 2 056 1109 0.43
06:24:32 1 0 2 060 0447 1.14
